track_popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_occurences,duration_sec,genre_latin,genre_pop,genre_r&b,genre_rap,genre_rock,subgenre_big room,subgenre_classic rock,subgenre_dance pop,subgenre_electro house,subgenre_electropop,subgenre_gangster rap,subgenre_hard rock,subgenre_hip hop,subgenre_hip pop,subgenre_indie poptimism,subgenre_latin hip hop,subgenre_latin pop,subgenre_neo soul,subgenre_new jack swing,subgenre_permanent wave,subgenre_pop edm,subgenre_post-teen pop,subgenre_progressive electro house,subgenre_reggaeton,subgenre_southern hip hop,subgenre_trap,subgenre_tropical,subgenre_urban contemporary,days_since_release
67,0.756,0.486,-6.491,0,0.2,0.138,0.0,0.116,0.586,98.05,1,236.296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2443
67,0.488,0.762,-3.842,1,0.0865,0.591,0.0,0.0763,0.709,123.889,2,210.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3437
67,0.195,0.483,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,2,269.107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21357
67,0.558,0.916,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,1,199.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4183
67,0.459,0.727,-11.777,1,0.0303,0.00614,0.065,0.384,0.954,149.229,2,292.173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16191
67,0.711,0.906,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,1,157.153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4630
67,0.433,0.745,-4.632,1,0.0377,0.221,0.0,0.0981,0.588,95.472,1,193.447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3430
67,0.764,0.567,-8.585,1,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,1,198.907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4868
67,0.619,0.445,-10.332,1,0.0503,0.378,0.0,0.151,0.35,160.125,1,194.907,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411
67,0.502,0.652,-7.224,1,0.3,0.0849,0.0,0.0675,0.649,136.04,2,254.093,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7425
67,0.568,0.619,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,1,254.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3304
67,0.74,0.592,-5.003,0,0.0874,0.0166,0.0,0.275,0.373,140.12,1,181.714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2787
67,0.866,0.749,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,3,250.747,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8521
67,0.715,0.88,-2.94,1,0.0685,0.00373,0.0,0.104,0.669,115.012,1,200.913,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587
67,0.58,0.773,-3.302,0,0.05,0.656,0.0,0.112,0.506,124.148,1,211.237,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977
67,0.607,0.708,-7.428,1,0.0539,0.377,0.0,0.294,0.551,97.005,1,163.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3682
67,0.471,0.494,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,1,229.827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20468
67,0.415,0.926,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,1,357.347,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6329
67,0.679,0.509,-7.31,1,0.0617,0.0856,0.0,0.438,0.534,144.29,1,223.547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11238
67,0.645,0.877,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,1,227.027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4868
67,0.762,0.709,-5.333,1,0.337,0.141,0.0,0.0798,0.537,174.041,1,167.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2520
67,0.695,0.746,-3.952,0,0.0482,0.227,0.0,0.254,0.576,91.698,1,167.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2494
67,0.647,0.81,-5.804,1,0.0521,0.0658,0.00236,0.237,0.648,108.011,1,172.222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2723
67,0.579,0.549,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74,1,238.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4503
67,0.68,0.942,-4.21,1,0.0628,0.175,0.0013,0.117,0.65,123.99,1,229.813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2772
67,0.781,0.373,-9.35,0,0.121,0.619,0.0,0.348,0.669,117.98,1,250.297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2535
67,0.519,0.754,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,1,215.187,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4503
67,0.762,0.403,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,2,226.133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10712
67,0.214,0.828,-2.66,1,0.0383,0.0142,1.61e-06,0.161,0.388,169.876,1,356.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10480
67,0.425,0.903,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,1,190.253,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20738
67,0.794,0.702,-5.656,0,0.0346,0.0671,0.0,0.155,0.535,121.938,1,189.344,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607
67,0.202,0.644,-5.212,1,0.0324,0.0979,0.0,0.109,0.252,85.04,1,267.08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15795
67,0.672,0.72,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,1,193.347,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17983
67,0.4,0.82,-5.235,0,0.103,0.502,0.0,0.712,0.398,83.415,1,247.867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7121
67,0.55,0.726,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,2,307.493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9426
67,0.613,0.885,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,2,263.213,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14459
67,0.749,0.637,-6.924,1,0.0764,0.308,0.0,0.0878,0.798,99.951,1,234.373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4190
67,0.511,0.815,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514,1,215.307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7425
67,0.486,0.715,-4.417,1,0.0519,0.292,0.0,0.195,0.637,84.092,1,238.133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8886
67,0.857,0.561,-7.288,1,0.0292,0.435,0.0,0.0831,0.76,99.989,1,272.576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4028
67,0.652,0.545,-9.021,1,0.0358,0.774,0.0428,0.0847,0.626,107.019,2,229.76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143
67,0.675,0.827,-4.793,0,0.038,0.0559,2.46e-06,0.126,0.446,125.988,2,176.594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408
67,0.826,0.365,-7.024,1,0.0412,0.849,3.8e-06,0.186,0.802,85.244,4,239.324,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628
67,0.469,0.79,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,1,381.947,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7308
67,0.579,0.812,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,1,223.747,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9684
67,0.725,0.706,-4.766,1,0.121,0.193,0.0,0.109,0.667,120.042,1,216.874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2506
67,0.568,0.42,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,3,415.613,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3962
67,0.508,0.729,-5.712,0,0.0443,0.0681,0.0,0.1,0.412,91.906,1,236.88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632
67,0.655,0.885,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,1,189.293,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6927
67,0.59,0.317,-15.014,1,0.0307,0.000877,0.000867,0.0745,0.33,99.81,1,211.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13528
67,0.752,0.733,-6.385,1,0.248,0.0741,0.0,0.2,0.569,92.116,1,130.762,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317
67,0.533,0.251,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,3,223.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4771
67,0.918,0.734,-2.832,0,0.269,0.0294,7.9e-06,0.191,0.608,97.044,2,230.693,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10839
67,0.581,0.452,-9.558,1,0.15,0.206,0.00329,0.0881,0.523,75.046,1,173.653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2583
67,0.917,0.536,-9.362,0,0.289,0.142,0.0,0.122,0.657,129.011,1,258.354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2568
67,0.492,0.857,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,1,222.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4893
67,0.785,0.412,-8.121,0,0.25,0.696,1.45e-05,0.142,0.513,143.099,2,216.284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2303
67,0.776,0.445,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.981,1,184.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2583
67,0.51,0.503,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,2,243.773,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4641
67,0.623,0.91,-8.448,1,0.0384,0.319,0.000448,0.081,0.745,145.624,3,195.307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19178
67,0.654,0.325,-11.925,1,0.282,0.74,2.14e-05,0.152,0.39,139.886,1,243.238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3169
67,0.498,0.628,-5.709,0,0.0317,0.00686,0.0,0.362,0.218,138.099,1,183.853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2646
67,0.48,0.511,-7.709,0,0.199,0.316,0.0,0.215,0.346,149.587,1,142.776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2337
67,0.641,0.732,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82.027,1,236.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4557
67,0.404,0.723,-5.26,1,0.0571,0.0661,1.91e-06,0.233,0.225,160.048,1,326.983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6329
67,0.555,0.619,-5.246,1,0.0296,0.203,0.0,0.265,0.426,136.069,1,243.773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6695
67,0.688,0.723,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,1,209.187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4868
67,0.863,0.631,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,1,223.48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
67,0.568,0.936,-2.961,0,0.053,0.00497,0.0138,0.12,0.605,91.009,1,221.987,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451
67,0.33,0.905,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,1,228.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9089
67,0.814,0.672,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,1,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18060
67,0.38,0.573,-5.334,1,0.03,0.077,2.38e-06,0.0776,0.0901,74.988,1,303.133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8853
67,0.517,0.46,-11.733,0,0.328,0.689,0.0,0.0717,0.534,95.012,1,288.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2935
67,0.634,0.677,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,1,179.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21498
67,0.396,0.496,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,1,256.653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10539
67,0.615,0.699,-5.5,0,0.063,0.688,0.0,0.142,0.464,167.993,1,198.847,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
67,0.243,0.609,-8.451,1,0.0323,0.663,1.13e-05,0.221,0.333,166.668,1,258.027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10266
67,0.916,0.804,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,1,196.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3717
67,0.627,0.592,-5.977,1,0.314,0.126,0.0,0.111,0.462,167.882,1,197.847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4868
67,0.539,0.528,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,1,228.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3542
67,0.893,0.482,-7.716,1,0.0602,0.0848,0.0,0.496,0.692,105.066,1,173.914,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348
67,0.711,0.708,-4.585,0,0.266,0.11,0.0,0.513,0.773,174.03,1,181.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2324
67,0.694,0.842,-4.91,1,0.0624,0.147,1.05e-06,0.261,0.753,105.02,2,177.328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2338
67,0.855,0.668,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,1,210.307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6329
67,0.613,0.898,-7.593,1,0.0368,0.429,1.29e-06,0.272,0.763,134.033,1,279.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12380
67,0.561,0.327,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.861,1,236.307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6800
67,0.837,0.577,-5.854,1,0.168,0.0403,0.0,0.0721,0.73,109.904,1,192.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527
67,0.508,0.521,-6.749,1,0.0377,0.411,0.0,0.104,0.459,81.995,1,204.978,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387
67,0.882,0.721,-7.209,1,0.0539,0.0437,0.0,0.0789,0.845,149.013,1,131.698,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325
67,0.452,0.51,-8.199,0,0.0397,0.167,0.0,0.106,0.54,73.022,1,193.147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576
67,0.543,0.563,-7.333,1,0.0457,0.5,0.0,0.0616,0.37,99.562,1,157.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387
67,0.451,0.962,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,2,323.707,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15795
67,0.847,0.573,-6.032,1,0.253,0.00739,0.0149,0.0845,0.332,99.919,1,137.595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3066
67,0.919,0.56,-5.221,1,0.3,0.0119,0.0,0.0963,0.382,141.004,1,223.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2471
67,0.843,0.797,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,2,172.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2583
67,0.844,0.772,-4.621,1,0.194,0.284,2.38e-06,0.368,0.336,100.008,1,147.395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2398
67,0.667,0.777,-11.435,0,0.0293,0.000247,0.00111,0.0602,0.797,124.947,1,265.467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6888
67,0.748,0.69,-3.812,0,0.0477,0.0353,0.0,0.315,0.433,131.972,2,233.251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3338
67,0.69,0.902,-4.269,0,0.0407,0.112,0.0,0.175,0.786,92.988,1,225.987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4267
67,0.806,0.69,-7.74,0,0.123,0.0939,0.0,0.0768,0.83,100.111,1,156.082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2499
67,0.526,0.762,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,2,214.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12428
67,0.695,0.708,-6.348,0,0.0428,0.182,0.0,0.0462,0.599,105.997,1,201.547,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590
67,0.696,0.734,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,1,225.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5516
67,0.743,0.651,-4.452,0,0.176,0.0316,1.83e-05,0.0942,0.511,137.184,1,228.042,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920
67,0.713,0.638,-4.666,1,0.0424,0.519,0.0,0.184,0.365,119.842,1,157.172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2632
67,0.42,0.843,-4.692,1,0.0647,0.248,0.0,0.078,0.539,173.91,1,302.947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7245
67,0.58,0.75,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,1,229.107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6329
67,0.72,0.647,-5.411,0,0.0642,0.0116,0.000206,0.571,0.809,157.877,1,146.914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2551
67,0.674,0.932,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039,2,180.333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660
67,0.435,0.887,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,1,212.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7060
67,0.742,0.561,-7.017,1,0.139,0.566,0.000135,0.641,0.55,134.01,1,326.427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3514
67,0.584,0.684,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,1,213.573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2451
67,0.78,0.779,-3.369,0,0.0318,0.246,0.0,0.298,0.903,119.982,1,242.343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2436
67,0.514,0.612,-5.981,1,0.0298,0.142,0.0,0.0868,0.342,125.99,1,185.005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2303
67,0.738,0.783,-4.576,1,0.0693,0.055,0.0,0.125,0.699,176.027,2,272.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2387
67,0.846,0.848,-4.752,1,0.121,0.104,0.0,0.0837,0.553,91.971,1,214.413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2653
67,0.781,0.77,-4.057,1,0.123,0.229,0.00214,0.164,0.845,170.05,2,231.933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2331
67,0.398,0.716,-5.254,1,0.0392,0.0764,0.0,0.0848,0.494,117.295,2,193.429,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2814
67,0.799,0.798,-5.407,1,0.183,0.0856,0.0,0.0808,0.594,118.07,1,184.231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2996
67,0.513,0.877,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,1,258.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7522
67,0.669,0.871,-3.681,1,0.0671,0.0748,0.0,0.347,0.882,75.014,1,185.415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2522
67,0.383,0.893,-8.638,1,0.037,0.026,0.0,0.0251,0.803,205.544,1,246.933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14122
67,0.465,0.865,-9.573,0,0.098,0.018,0.00135,0.0769,0.677,117.528,1,237.893,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13212
67,0.628,0.737,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,1,185.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3801
67,0.702,0.578,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,1,363.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15095
67,0.901,0.484,-11.169,0,0.117,0.0367,2.25e-05,0.198,0.766,130.02,1,221.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2486
