track_popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_occurences,duration_sec,genre_latin,genre_pop,genre_r&b,genre_rap,genre_rock,subgenre_big room,subgenre_classic rock,subgenre_dance pop,subgenre_electro house,subgenre_electropop,subgenre_gangster rap,subgenre_hard rock,subgenre_hip hop,subgenre_hip pop,subgenre_indie poptimism,subgenre_latin hip hop,subgenre_latin pop,subgenre_neo soul,subgenre_new jack swing,subgenre_permanent wave,subgenre_pop edm,subgenre_post-teen pop,subgenre_progressive electro house,subgenre_reggaeton,subgenre_southern hip hop,subgenre_trap,subgenre_tropical,subgenre_urban contemporary,days_since_release
38,0.409,0.575,-6.876,0,0.0301,0.794,0.246,0.22,0.21,96.102,1,234.561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3696
38,0.645,0.453,-10.087,0,0.0453,0.758,0.00183,0.0798,0.521,96.449,1,306.933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19141
38,0.832,0.493,-5.924,0,0.0759,0.056,0.0,0.349,0.831,114.034,1,222.535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2408
38,0.691,0.689,-8.441,1,0.208,0.0113,0.00143,0.217,0.171,143.039,1,196.216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2534
38,0.545,0.702,-6.269,0,0.0473,0.0399,0.0,0.118,0.329,95.989,1,211.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2646
38,0.532,0.484,-6.933,0,0.136,0.627,0.0,0.0863,0.634,99.176,1,220.928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2433
38,0.519,0.814,-2.884,1,0.0547,0.0114,0.0,0.0676,0.381,127.968,1,199.849,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119
38,0.336,0.618,-8.837,1,0.0289,0.00114,0.79,0.114,0.303,93.788,1,160.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4547
38,0.673,0.722,-5.324,1,0.122,0.152,0.0,0.0902,0.808,123.952,1,201.504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2387
38,0.612,0.821,-5.63,0,0.118,0.0295,0.00114,0.208,0.585,155.893,1,327.52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471
38,0.67,0.479,-10.666,1,0.0418,0.567,1.97e-05,0.103,0.557,136.565,1,249.267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14809
38,0.514,0.403,-10.704,0,0.0723,0.339,0.0179,0.18,0.0471,163.806,1,218.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5113
38,0.857,0.347,-8.166,0,0.0454,0.477,1.4e-05,0.231,0.391,94.982,1,245.027,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360
38,0.555,0.834,-5.895,0,0.0397,0.0898,4.38e-05,0.094,0.475,169.955,1,172.235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2360
38,0.596,0.925,-4.882,1,0.055,0.0343,1.07e-05,0.175,0.616,137.919,1,214.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562
38,0.804,0.467,-10.345,0,0.042,0.554,0.00188,0.101,0.368,119.648,1,260.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6628
38,0.775,0.924,-2.783,1,0.309,0.405,0.0,0.0669,0.755,98.236,1,200.933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6177
38,0.578,0.915,-4.98,1,0.068,0.00706,0.775,0.489,0.186,127.933,1,281.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4519
38,0.522,0.853,-3.727,1,0.0393,0.0062,3.21e-05,0.11,0.464,144.917,1,215.462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3342
38,0.677,0.504,-9.499,1,0.0806,0.491,0.0,0.154,0.532,98.106,1,162.573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2562
38,0.426,0.634,-7.339,1,0.0505,0.0162,0.0,0.0986,0.161,173.736,1,227.267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744
38,0.722,0.412,-10.864,1,0.042,0.815,0.000198,0.163,0.393,107.07,1,202.71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829
38,0.432,0.592,-6.227,1,0.162,0.166,2.13e-06,0.194,0.608,73.819,1,183.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2569
38,0.932,0.579,-8.586,0,0.227,0.0419,0.0,0.284,0.647,123.974,1,312.893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9845
38,0.714,0.984,-4.124,0,0.193,0.00276,0.00783,0.0917,0.409,128.004,1,293.541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193
38,0.34,0.796,-4.443,1,0.0406,0.12,0.0,0.274,0.346,145.024,2,205.241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296
38,0.654,0.803,-5.137,1,0.0544,0.254,0.000993,0.579,0.517,119.991,1,163.886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2527
38,0.87,0.574,-5.787,0,0.0665,0.0509,8.62e-06,0.105,0.679,120.027,1,198.933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2307
38,0.447,0.782,-6.473,0,0.169,0.0191,0.245,0.471,0.0364,130.121,2,172.091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354
38,0.715,0.553,-10.11,1,0.252,0.0155,2.14e-05,0.212,0.429,135.916,1,204.107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10844
38,0.731,0.406,-11.11,1,0.16,0.47,0.0,0.1,0.788,151.941,1,203.314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3101
38,0.302,0.893,-4.226,0,0.103,0.000915,0.461,0.512,0.191,131.941,1,183.182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245
38,0.517,0.744,-7.395,1,0.168,0.315,0.0,0.115,0.859,99.923,1,219.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2366
38,0.682,0.824,-5.832,1,0.0329,0.00568,5.27e-06,0.0679,0.389,123.023,1,194.573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3836
38,0.845,0.582,-10.667,1,0.348,0.0293,3.85e-05,0.194,0.574,152.072,1,401.827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4077
38,0.819,0.967,-5.465,0,0.159,0.000673,0.364,0.0582,0.629,124.013,1,174.753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828
38,0.788,0.806,-6.074,1,0.116,0.00511,0.92,0.309,0.374,122.966,1,166.853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496
38,0.605,0.585,-7.76,0,0.134,0.176,0.0,0.527,0.432,140.017,1,253.719,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408
38,0.309,0.97,-4.073,1,0.101,0.000125,0.507,0.394,0.0339,100.384,1,171.304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
38,0.42,0.824,-6.579,1,0.046,0.000588,0.00424,0.094,0.765,137.969,1,163.762,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796
38,0.545,0.684,-6.298,1,0.031,0.00555,0.0,0.0624,0.525,82.492,1,222.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927
38,0.626,0.835,-5.516,0,0.0316,0.14,2.92e-06,0.365,0.41,109.997,1,220.364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2513
38,0.562,0.702,-6.09,0,0.042,0.0477,4.58e-05,0.322,0.331,102.043,1,182.951,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611
38,0.737,0.737,-5.34,1,0.057,0.00131,0.0,0.145,0.389,95.027,1,259.493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6562
38,0.712,0.953,-4.951,1,0.106,0.00232,4.91e-06,0.176,0.552,102.495,2,217.385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395
38,0.883,0.81,-6.982,0,0.183,0.0371,7.09e-05,0.6,0.922,156.834,1,239.667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10405
38,0.603,0.803,-8.554,1,0.0439,0.0287,0.0216,0.115,0.436,124.995,1,197.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2653
38,0.636,0.828,-4.892,1,0.0368,0.000396,0.739,0.0452,0.0464,128.044,1,284.935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4218
38,0.678,0.928,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,1,150.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380
38,0.646,0.904,-5.871,1,0.0538,0.000565,0.745,0.0947,0.364,127.947,2,177.209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366
38,0.797,0.962,-4.239,1,0.0906,0.000359,0.767,0.0454,0.422,128.047,2,180.502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4431
38,0.472,0.617,-7.073,1,0.0459,0.272,0.0,0.267,0.266,120.479,1,220.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3885
38,0.713,0.909,-4.274,1,0.0306,0.00303,0.000706,0.699,0.438,132.022,2,187.273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4361
38,0.85,0.53,-8.546,1,0.125,0.136,0.0763,0.271,0.288,124.003,1,183.904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023
38,0.439,0.825,-4.762,1,0.052,0.0303,0.0,0.126,0.3,127.77,1,204.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529
38,0.331,0.861,-3.063,0,0.16,0.00675,0.00145,0.0876,0.126,68.729,2,195.652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
38,0.765,0.777,-4.467,1,0.243,0.308,0.0,0.0761,0.64,155.947,1,177.099,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597
38,0.835,0.792,-5.768,0,0.213,0.0202,0.0,0.0742,0.718,159.435,1,249.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9453
38,0.569,0.865,-4.385,0,0.0495,0.0493,0.000406,0.317,0.278,93.381,1,187.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2330
38,0.624,0.967,-3.721,1,0.0543,0.00393,0.592,0.532,0.317,130.047,1,175.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409
38,0.692,0.968,-3.606,1,0.0459,0.00115,0.763,0.0732,0.415,127.956,1,247.515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092
38,0.637,0.698,-5.713,0,0.0657,0.332,0.0,0.113,0.151,121.992,1,189.141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2338
38,0.726,0.676,-6.314,0,0.0349,0.102,0.00192,0.265,0.752,116.991,1,127.838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2891
38,0.557,0.784,-6.831,1,0.0464,0.000241,2.62e-05,0.159,0.641,122.925,1,225.857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758
38,0.679,0.587,-8.974,0,0.0624,0.313,5.55e-05,0.0952,0.361,149.011,1,245.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3564
38,0.591,0.887,-7.034,1,0.182,0.0244,0.708,0.586,0.141,140.043,1,144.004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2412
38,0.7,0.702,-8.066,1,0.0336,0.0159,0.666,0.0519,0.129,103.996,1,191.983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2303
38,0.598,0.835,-7.28,1,0.338,0.0674,0.0,0.725,0.601,178.683,1,278.307,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695
38,0.871,0.556,-5.781,0,0.05,0.00621,8.97e-06,0.0473,0.458,105.011,1,136.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2821
38,0.563,0.944,-10.136,0,0.143,0.0613,0.928,0.479,0.125,149.964,1,153.617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2415
38,0.635,0.33,-11.928,1,0.0299,0.317,2.7e-05,0.0765,0.29,139.896,1,352.733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11683
38,0.625,0.973,-2.691,0,0.082,0.000504,0.67,0.0511,0.3,130.008,1,299.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4820
38,0.585,0.817,-2.577,1,0.295,0.0079,0.0,0.2,0.325,124.128,1,234.453,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7088
38,0.659,0.454,-7.189,1,0.337,0.022,0.201,0.328,0.196,75.036,1,179.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2410
38,0.303,0.591,-3.949,1,0.0335,0.0127,0.0,0.117,0.317,110.065,1,212.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5324
38,0.798,0.616,-8.788,0,0.151,0.00941,5.09e-06,0.0637,0.96,78.884,1,235.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9908
38,0.811,0.889,-3.966,1,0.169,0.0437,0.0,0.185,0.932,137.979,1,184.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4179
38,0.684,0.687,-6.393,1,0.0228,0.0631,1.29e-05,0.0601,0.752,91.201,1,286.72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7437
38,0.51,0.785,-3.096,0,0.0495,0.0284,0.0,0.167,0.155,129.068,1,213.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3598
38,0.523,0.652,-4.942,1,0.0448,0.166,4.11e-06,0.0978,0.275,157.989,1,225.626,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080
38,0.828,0.709,-8.6,1,0.0393,0.0115,0.0848,0.0671,0.635,109.988,1,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4746
38,0.394,0.337,-10.709,0,0.0476,0.339,0.0431,0.165,0.586,178.32,1,383.707,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11028
38,0.836,0.793,-7.744,1,0.109,0.0627,2.57e-05,0.219,0.887,106.005,1,305.067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11749
38,0.788,0.82,-5.803,1,0.0701,0.141,7.76e-06,0.0606,0.924,175.964,1,197.743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2949
38,0.657,0.865,-5.04,1,0.0645,0.026,9.89e-05,0.0926,0.234,126.005,1,209.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2912
38,0.67,0.88,-4.897,1,0.0877,0.422,4.22e-06,0.0829,0.906,179.981,1,196.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4657
38,0.42,0.961,-4.299,1,0.0904,5.76e-05,0.0236,0.287,0.477,165.056,1,230.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373
38,0.523,0.805,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,1,227.773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5512
38,0.733,0.689,-13.001,0,0.0388,0.0503,0.00115,0.0656,0.888,111.695,1,337.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14000
38,0.418,0.837,-3.929,1,0.0449,0.17,0.0144,0.0798,0.331,127.99,1,200.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2947
38,0.549,0.491,-9.537,1,0.127,0.111,1.46e-05,0.0564,0.728,203.818,1,221.987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7790
38,0.708,0.887,-5.751,0,0.0837,0.00167,0.291,0.129,0.811,110.046,1,334.563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4049
38,0.777,0.565,-10.315,1,0.0318,0.532,0.0,0.0719,0.825,108.062,1,281.467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11887
38,0.753,0.624,-5.824,1,0.0746,0.159,0.00113,0.135,0.792,98.962,1,275.959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269
38,0.609,0.593,-5.745,1,0.0365,0.0332,0.00439,0.11,0.264,85.016,1,160.941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
38,0.379,0.789,-7.368,1,0.0382,0.000308,6.99e-05,0.321,0.53,173.143,1,220.461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11896
38,0.802,0.522,-10.276,1,0.239,0.146,0.0,0.202,0.833,93.929,1,282.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11281
38,0.796,0.629,-12.217,1,0.077,0.0525,0.928,0.0934,0.55,117.499,1,180.373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964
38,0.698,0.729,-9.095,0,0.0488,0.0147,0.603,0.456,0.177,124.01,1,263.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2562
38,0.798,0.553,-7.671,1,0.237,0.118,0.0,0.112,0.597,93.902,2,188.996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
38,0.684,0.855,-9.676,1,0.0501,0.177,0.861,0.0819,0.36,121.999,1,296.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2453
38,0.63,0.611,-10.298,1,0.0348,0.229,3.97e-06,0.105,0.275,103.043,1,285.942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5792
38,0.392,0.855,-4.742,1,0.0652,0.000713,7.4e-06,0.196,0.456,74.995,1,198.467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5964
38,0.35,0.866,-4.859,0,0.0607,0.0029,0.000325,0.0897,0.588,172.158,1,185.733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5964
38,0.608,0.649,-7.876,0,0.19,0.0925,8.49e-05,0.553,0.505,167.936,1,291.467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3605
38,0.582,0.561,-7.358,0,0.112,0.635,3.84e-06,0.37,0.339,155.114,1,275.547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2611
38,0.357,0.922,-5.735,1,0.111,0.00108,0.00431,0.632,0.205,159.929,1,266.947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5964
38,0.573,0.672,-6.073,1,0.219,0.328,0.0,0.159,0.648,165.968,1,298.193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3075
38,0.775,0.315,-11.853,1,0.408,0.26,0.0,0.12,0.754,83.715,1,258.107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8278
38,0.456,0.802,-7.173,1,0.0962,0.00266,0.37,0.122,0.0616,116.497,1,235.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2786
38,0.643,0.415,-7.782,1,0.38,0.731,2.1e-05,0.119,0.388,119.535,1,206.936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2919
38,0.482,0.628,-8.358,0,0.069,0.372,0.000249,0.307,0.313,126.53,1,379.853,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071
38,0.382,0.941,-5.427,1,0.163,1.45e-05,0.0,0.225,0.466,178.062,1,202.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5883
38,0.665,0.658,-8.1,0,0.279,0.00509,0.0,0.0935,0.426,90.018,1,321.203,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506
38,0.691,0.839,-10.401,1,0.05,0.0193,0.0701,0.0503,0.808,109.152,1,266.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14606
38,0.715,0.572,-10.331,0,0.0586,0.00522,0.102,0.085,0.67,118.343,1,313.507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8437
38,0.586,0.84,-6.674,0,0.0314,0.201,0.00056,0.0661,0.782,102.031,2,166.478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561
38,0.524,0.959,-3.408,1,0.0587,0.267,0.000729,0.712,0.148,74.969,1,167.312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2770
38,0.513,0.681,-6.677,1,0.0419,0.0265,0.000168,0.0811,0.101,100.003,1,247.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541
38,0.864,0.601,-7.4,1,0.553,0.18,0.0,0.051,0.538,124.07,1,148.032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2340
38,0.354,0.717,-5.787,1,0.0656,0.0338,3.93e-05,0.0936,0.514,174.069,1,256.653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17339
38,0.312,0.373,-6.815,1,0.0452,0.663,0.0,0.138,0.46,84.72,1,215.093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4254
38,0.777,0.603,-8.491,1,0.0304,0.417,0.287,0.113,0.879,126.971,1,174.206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2716
38,0.703,0.562,-3.583,1,0.0434,0.22,0.0,0.24,0.45,110.001,1,200.867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2450
38,0.293,0.691,-5.245,1,0.0575,0.19,4e-06,0.0899,0.513,182.256,1,386.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17717
